ID,Season,Team1Seed,Team2Seed,SeedDiff,IDTeams_c_score,NumOTsum_c_score,NumOTmean_c_score,NumOTmedian_c_score,NumOTmax_c_score,NumOTmin_c_score,NumOTstd_c_score,NumOTskew_c_score,NumOTnunique_c_score,WFGMsum_c_score,WFGMmean_c_score,WFGMmedian_c_score,WFGMmax_c_score,WFGMmin_c_score,WFGMstd_c_score,WFGMskew_c_score,WFGMnunique_c_score,WFGAsum_c_score,WFGAmean_c_score,WFGAmedian_c_score,WFGAmax_c_score,WFGAmin_c_score,WFGAstd_c_score,WFGAskew_c_score,WFGAnunique_c_score,WFGM3sum_c_score,WFGM3mean_c_score,WFGM3median_c_score,WFGM3max_c_score,WFGM3min_c_score,WFGM3std_c_score,WFGM3skew_c_score,WFGM3nunique_c_score,WFGA3sum_c_score,WFGA3mean_c_score,WFGA3median_c_score,WFGA3max_c_score,WFGA3min_c_score,WFGA3std_c_score,WFGA3skew_c_score,WFGA3nunique_c_score,WFTMsum_c_score,WFTMmean_c_score,WFTMmedian_c_score,WFTMmax_c_score,WFTMmin_c_score,WFTMstd_c_score,WFTMskew_c_score,WFTMnunique_c_score,WFTAsum_c_score,WFTAmean_c_score,WFTAmedian_c_score,WFTAmax_c_score,WFTAmin_c_score,WFTAstd_c_score,WFTAskew_c_score,WFTAnunique_c_score,WORsum_c_score,WORmean_c_score,WORmedian_c_score,WORmax_c_score,WORmin_c_score,WORstd_c_score,WORskew_c_score,WORnunique_c_score,WDRsum_c_score,WDRmean_c_score,WDRmedian_c_score,WDRmax_c_score,WDRmin_c_score,WDRstd_c_score,WDRskew_c_score,WDRnunique_c_score,WAstsum_c_score,WAstmean_c_score,WAstmedian_c_score,WAstmax_c_score,WAstmin_c_score,WAststd_c_score,WAstskew_c_score,WAstnunique_c_score,WTOsum_c_score,WTOmean_c_score,WTOmedian_c_score,WTOmax_c_score,WTOmin_c_score,WTOstd_c_score,WTOskew_c_score,WTOnunique_c_score,WStlsum_c_score,WStlmean_c_score,WStlmedian_c_score,WStlmax_c_score,WStlmin_c_score,WStlstd_c_score,WStlskew_c_score,WStlnunique_c_score,WBlksum_c_score,WBlkmean_c_score,WBlkmedian_c_score,WBlkmax_c_score,WBlkmin_c_score,WBlkstd_c_score,WBlkskew_c_score,WBlknunique_c_score,WPFsum_c_score,WPFmean_c_score,WPFmedian_c_score,WPFmax_c_score,WPFmin_c_score,WPFstd_c_score,WPFskew_c_score,WPFnunique_c_score,LFGMsum_c_score,LFGMmean_c_score,LFGMmedian_c_score,LFGMmax_c_score,LFGMmin_c_score,LFGMstd_c_score,LFGMskew_c_score,LFGMnunique_c_score,LFGAsum_c_score,LFGAmean_c_score,LFGAmedian_c_score,LFGAmax_c_score,LFGAmin_c_score,LFGAstd_c_score,LFGAskew_c_score,LFGAnunique_c_score,LFGM3sum_c_score,LFGM3mean_c_score,LFGM3median_c_score,LFGM3max_c_score,LFGM3min_c_score,LFGM3std_c_score,LFGM3skew_c_score,LFGM3nunique_c_score,LFGA3sum_c_score,LFGA3mean_c_score,LFGA3median_c_score,LFGA3max_c_score,LFGA3min_c_score,LFGA3std_c_score,LFGA3skew_c_score,LFGA3nunique_c_score,LFTMsum_c_score,LFTMmean_c_score,LFTMmedian_c_score,LFTMmax_c_score,LFTMmin_c_score,LFTMstd_c_score,LFTMskew_c_score,LFTMnunique_c_score,LFTAsum_c_score,LFTAmean_c_score,LFTAmedian_c_score,LFTAmax_c_score,LFTAmin_c_score,LFTAstd_c_score,LFTAskew_c_score,LFTAnunique_c_score,LORsum_c_score,LORmean_c_score,LORmedian_c_score,LORmax_c_score,LORmin_c_score,LORstd_c_score,LORskew_c_score,LORnunique_c_score,LDRsum_c_score,LDRmean_c_score,LDRmedian_c_score,LDRmax_c_score,LDRmin_c_score,LDRstd_c_score,LDRskew_c_score,LDRnunique_c_score,LAstsum_c_score,LAstmean_c_score,LAstmedian_c_score,LAstmax_c_score,LAstmin_c_score,LAststd_c_score,LAstskew_c_score,LAstnunique_c_score,LTOsum_c_score,LTOmean_c_score,LTOmedian_c_score,LTOmax_c_score,LTOmin_c_score,LTOstd_c_score,LTOskew_c_score,LTOnunique_c_score,LStlsum_c_score,LStlmean_c_score,LStlmedian_c_score,LStlmax_c_score,LStlmin_c_score,LStlstd_c_score,LStlskew_c_score,LStlnunique_c_score,LBlksum_c_score,LBlkmean_c_score,LBlkmedian_c_score,LBlkmax_c_score,LBlkmin_c_score,LBlkstd_c_score,LBlkskew_c_score,LBlknunique_c_score,LPFsum_c_score,LPFmean_c_score,LPFmedian_c_score,LPFmax_c_score,LPFmin_c_score,LPFstd_c_score,LPFskew_c_score,LPFnunique_c_score,Pred
2008_1246_1266,2008,11.0,6.0,5.0,1246_1266,0,0.0,0.0,0,0,0.0,-1.0,1,54,27.0,27.0,31,23,5.656854249492381,-1.0,2,107,53.5,53.5,55,52,2.1213203435596424,-1.0,2,15,7.5,7.5,10,5,3.5355339059327378,-1.0,2,32,16.0,16.0,19,13,4.242640687119285,-1.0,2,34,17.0,17.0,23,11,8.48528137423857,-1.0,2,44,22.0,22.0,29,15,9.899494936611665,-1.0,2,25,12.5,12.5,15,10,3.5355339059327378,-1.0,2,45,22.5,22.5,26,19,4.949747468305833,-1.0,2,31,15.5,15.5,21,10,7.7781745930520225,-1.0,2,22,11.0,11.0,15,7,5.656854249492381,-1.0,2,11,5.5,5.5,6,5,0.7071067811865476,-1.0,2,9,4.5,4.5,6,3,2.1213203435596424,-1.0,2,40,20.0,20.0,22,18,2.8284271247461903,-1.0,2,48,24.0,24.0,25,23,1.4142135623730951,-1.0,2,112,56.0,56.0,64,48,11.313708498984761,-1.0,2,12,6.0,6.0,8,4,2.8284271247461903,-1.0,2,36,18.0,18.0,20,16,2.8284271247461903,-1.0,2,27,13.5,13.5,15,12,2.1213203435596424,-1.0,2,41,20.5,20.5,24,17,4.949747468305833,-1.0,2,29,14.5,14.5,20,9,7.7781745930520225,-1.0,2,33,16.5,16.5,17,16,0.7071067811865476,-1.0,2,27,13.5,13.5,14,13,0.7071067811865476,-1.0,2,23,11.5,11.5,12,11,0.7071067811865476,-1.0,2,14,7.0,7.0,10,4,4.242640687119285,-1.0,2,7,3.5,3.5,5,2,2.1213203435596424,-1.0,2,41,20.5,20.5,22,19,2.1213203435596424,-1.0,2,0.0
2008_1277_1396,2008,5.0,12.0,-7.0,1277_1396,0,0.0,0.0,0,0,-1.0,-1.0,1,26,26.0,26.0,26,26,-1.0,-1.0,1,54,54.0,54.0,54,54,-1.0,-1.0,1,4,4.0,4.0,4,4,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,16,16.0,16.0,16,16,-1.0,-1.0,1,18,18.0,18.0,18,18,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,27,27.0,27.0,27,27,-1.0,-1.0,1,19,19.0,19.0,19,19,-1.0,-1.0,1,12,12.0,12.0,12,12,-1.0,-1.0,1,4,4.0,4.0,4,4,-1.0,-1.0,1,2,2.0,2.0,2,2,-1.0,-1.0,1,18,18.0,18.0,18,18,-1.0,-1.0,1,21,21.0,21.0,21,21,-1.0,-1.0,1,56,56.0,56.0,56,56,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,23,23.0,23.0,23,23,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,19,19.0,19.0,19,19,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,18,18.0,18.0,18,18,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,2,2.0,2.0,2,2,-1.0,-1.0,1,12,12.0,12.0,12,12,-1.0,-1.0,1,1.0
2008_1206_1323,2008,12.0,5.0,7.0,1206_1323,0,0.0,0.0,0,0,-1.0,-1.0,1,26,26.0,26.0,26,26,-1.0,-1.0,1,57,57.0,57.0,57,57,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,21,21.0,21.0,21,21,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,31,31.0,31.0,31,31,-1.0,-1.0,1,14,14.0,14.0,14,14,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,4,4.0,4.0,4,4,-1.0,-1.0,1,5,5.0,5.0,5,5,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,19,19.0,19.0,19,19,-1.0,-1.0,1,57,57.0,57.0,57,57,-1.0,-1.0,1,3,3.0,3.0,3,3,-1.0,-1.0,1,17,17.0,17.0,17,17,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,14,14.0,14.0,14,14,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,23,23.0,23.0,23,23,-1.0,-1.0,1,8,8.0,8.0,8,8,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,5,5.0,5.0,5,5,-1.0,-1.0,1,2,2.0,2.0,2,2,-1.0,-1.0,1,14,14.0,14.0,14,14,-1.0,-1.0,1,0.0
2008_1331_1338,2008,13.0,4.0,9.0,1331_1338,0,0.0,0.0,0,0,-1.0,-1.0,1,32,32.0,32.0,32,32,-1.0,-1.0,1,69,69.0,69.0,69,69,-1.0,-1.0,1,8,8.0,8.0,8,8,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,16,16.0,16.0,16,16,-1.0,-1.0,1,34,34.0,34.0,34,34,-1.0,-1.0,1,17,17.0,17.0,17,17,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,5,5.0,5.0,5,5,-1.0,-1.0,1,1,1.0,1.0,1,1,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,63,63.0,63.0,63,63,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,5,5.0,5.0,5,5,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,0.0
2008_1124_1345,2008,11.0,6.0,5.0,1124_1345,0,0.0,0.0,0,0,0.0,0.0,1,83,27.666666666666668,26.0,33,24,4.725815626252608,1.38963613870649,3,172,57.333333333333336,55.0,67,50,8.736894948054104,1.1160820590189795,3,23,7.666666666666667,7.0,9,7,1.1547005383792515,1.732050807568875,2,53,17.666666666666668,17.0,20,16,2.081665999466132,1.2933427807333908,3,50,16.666666666666668,17.0,18,15,1.5275252316519472,-0.9352195295828318,3,69,23.0,20.0,31,18,7.0,1.5743440233236154,3,45,15.0,16.0,16,13,1.7320508075688772,-1.7320508075688774,2,66,22.0,21.0,27,18,4.58257569495584,0.9352195295828245,3,41,13.666666666666666,14.0,14,13,0.5773502691896258,-1.732050807568868,2,50,16.666666666666668,17.0,20,13,3.5118845842842465,-0.42327316026800954,3,20,6.666666666666667,6.0,8,6,1.1547005383792517,1.732050807568875,2,11,3.6666666666666665,3.0,6,2,2.0816659994661326,1.293342780733397,3,60,20.0,19.0,23,18,2.6457513110645907,1.457862967321305,3,72,24.0,22.0,28,22,3.4641016151377544,1.7320508075688774,2,174,58.0,53.0,69,52,9.539392014169456,1.7106626181670865,3,17,5.666666666666667,5.0,8,4,2.0816659994661326,1.2933427807333953,3,61,20.333333333333332,18.0,28,15,6.806859285554046,1.3613013963760086,3,55,18.333333333333332,16.0,24,15,4.932882862316247,1.6523167403329917,3,73,24.333333333333332,21.0,32,20,6.6583281184793925,1.6882017983707445,3,43,14.333333333333334,15.0,16,12,2.0816659994661326,-1.2933427807333984,3,55,18.333333333333332,21.0,21,13,4.618802153517007,-1.732050807568875,2,32,10.666666666666666,11.0,13,8,2.5166114784235836,-0.585582726281386,3,46,15.333333333333334,15.0,20,11,4.509249752822894,0.33083181470589806,3,25,8.333333333333334,8.0,9,8,0.5773502691896255,1.7320508075688683,2,5,1.6666666666666667,1.0,3,1,1.1547005383792517,1.732050807568877,2,59,19.666666666666668,18.0,26,15,5.686240703077327,1.2056594965075196,3,0.0
2008_1165_1390,2008,14.0,3.0,11.0,1165_1390,0,0.0,0.0,0,0,-1.0,-1.0,1,31,31.0,31.0,31,31,-1.0,-1.0,1,56,56.0,56.0,56,56,-1.0,-1.0,1,8,8.0,8.0,8,8,-1.0,-1.0,1,18,18.0,18.0,18,18,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,34,34.0,34.0,34,34,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,19,19.0,19.0,19,19,-1.0,-1.0,1,5,5.0,5.0,5,5,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,18,18.0,18.0,18,18,-1.0,-1.0,1,59,59.0,59.0,59,59,-1.0,-1.0,1,8,8.0,8.0,8,8,-1.0,-1.0,1,26,26.0,26.0,26,26,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,8,8.0,8.0,8,8,-1.0,-1.0,1,3,3.0,3.0,3,3,-1.0,-1.0,1,17,17.0,17.0,17,17,-1.0,-1.0,1,0.0
2008_1140_1401,2008,8.0,9.0,-1.0,1140_1401,0,0.0,0.0,0,0,0.0,-1.0,1,55,27.5,27.5,30,25,3.5355339059327378,-1.0,2,98,49.0,49.0,52,46,4.242640687119285,-1.0,2,14,7.0,7.0,8,6,1.4142135623730951,-1.0,2,33,16.5,16.5,17,16,0.7071067811865476,-1.0,2,22,11.0,11.0,13,9,2.8284271247461903,-1.0,2,36,18.0,18.0,19,17,1.4142135623730951,-1.0,2,16,8.0,8.0,9,7,1.4142135623730951,-1.0,2,56,28.0,28.0,28,28,0.0,-1.0,1,38,19.0,19.0,20,18,1.4142135623730951,-1.0,2,27,13.5,13.5,14,13,0.7071067811865476,-1.0,2,4,2.0,2.0,2,2,0.0,-1.0,1,6,3.0,3.0,6,0,4.242640687119285,-1.0,2,30,15.0,15.0,15,15,0.0,-1.0,1,47,23.5,23.5,24,23,0.7071067811865476,-1.0,2,113,56.5,56.5,59,54,3.5355339059327378,-1.0,2,14,7.0,7.0,7,7,0.0,-1.0,1,38,19.0,19.0,22,16,4.242640687119285,-1.0,2,20,10.0,10.0,13,7,4.242640687119285,-1.0,2,32,16.0,16.0,18,14,2.8284271247461903,-1.0,2,15,7.5,7.5,8,7,0.7071067811865476,-1.0,2,36,18.0,18.0,19,17,1.4142135623730951,-1.0,2,28,14.0,14.0,15,13,1.4142135623730951,-1.0,2,17,8.5,8.5,10,7,2.1213203435596424,-1.0,2,17,8.5,8.5,11,6,3.5355339059327378,-1.0,2,2,1.0,1.0,1,1,0.0,-1.0,1,35,17.5,17.5,20,15,3.5355339059327378,-1.0,2,0.0
2008_1290_1417,2008,16.0,1.0,15.0,1290_1417,0,0.0,0.0,0,0,-1.0,-1.0,1,27,27.0,27.0,27,27,-1.0,-1.0,1,57,57.0,57.0,57,57,-1.0,-1.0,1,8,8.0,8.0,8,8,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,8,8.0,8.0,8,8,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,12,12.0,12.0,12,12,-1.0,-1.0,1,40,40.0,40.0,40,40,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,12,12.0,12.0,12,12,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,66,66.0,66.0,66,66,-1.0,-1.0,1,1,1.0,1.0,1,1,-1.0,-1.0,1,14,14.0,14.0,14,14,-1.0,-1.0,1,2,2.0,2.0,2,2,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,19,19.0,19.0,19,19,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,5,5.0,5.0,5,5,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,0.0
2008_1245_1424,2008,9.0,8.0,1.0,1245_1424,0,0.0,0.0,0,0,-1.0,-1.0,1,29,29.0,29.0,29,29,-1.0,-1.0,1,57,57.0,57.0,57,57,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,18,18.0,18.0,18,18,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,29,29.0,29.0,29,29,-1.0,-1.0,1,16,16.0,16.0,16,16,-1.0,-1.0,1,19,19.0,19.0,19,19,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,16,16.0,16.0,16,16,-1.0,-1.0,1,21,21.0,21.0,21,21,-1.0,-1.0,1,59,59.0,59.0,59,59,-1.0,-1.0,1,5,5.0,5.0,5,5,-1.0,-1.0,1,17,17.0,17.0,17,17,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,12,12.0,12.0,12,12,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,1,1.0,1.0,1,1,-1.0,-1.0,1,14,14.0,14.0,14,14,-1.0,-1.0,1,0.0
2008_1450_1457,2008,4.0,13.0,-9.0,1450_1457,0,0.0,0.0,0,0,0.0,-1.0,1,56,28.0,28.0,29,27,1.4142135623730951,-1.0,2,101,50.5,50.5,52,49,2.1213203435596424,-1.0,2,14,7.0,7.0,10,4,4.242640687119285,-1.0,2,31,15.5,15.5,18,13,3.5355339059327378,-1.0,2,37,18.5,18.5,28,9,13.435028842544403,-1.0,2,50,25.0,25.0,37,13,16.97056274847714,-1.0,2,17,8.5,8.5,9,8,0.7071067811865476,-1.0,2,57,28.5,28.5,32,25,4.949747468305833,-1.0,2,26,13.0,13.0,20,6,9.899494936611665,-1.0,2,25,12.5,12.5,15,10,3.5355339059327378,-1.0,2,9,4.5,4.5,5,4,0.7071067811865476,-1.0,2,7,3.5,3.5,4,3,0.7071067811865476,-1.0,2,29,14.5,14.5,18,11,4.949747468305833,-1.0,2,46,23.0,23.0,30,16,9.899494936611665,-1.0,2,117,58.5,58.5,65,52,9.192388155425117,-1.0,2,22,11.0,11.0,16,6,7.0710678118654755,-1.0,2,49,24.5,24.5,30,19,7.7781745930520225,-1.0,2,12,6.0,6.0,10,2,5.656854249492381,-1.0,2,22,11.0,11.0,14,8,4.242640687119285,-1.0,2,12,6.0,6.0,6,6,0.0,-1.0,1,34,17.0,17.0,19,15,2.8284271247461903,-1.0,2,20,10.0,10.0,13,7,4.242640687119285,-1.0,2,19,9.5,9.5,12,7,3.5355339059327378,-1.0,2,8,4.0,4.0,5,3,1.4142135623730951,-1.0,2,7,3.5,3.5,4,3,0.7071067811865476,-1.0,2,42,21.0,21.0,29,13,11.313708498984761,-1.0,2,1.0
2008_1112_1452,2008,10.0,7.0,3.0,1112_1452,0,0.0,0.0,0,0,-1.0,-1.0,1,28,28.0,28.0,28,28,-1.0,-1.0,1,55,55.0,55.0,55,55,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,19,19.0,19.0,19,19,-1.0,-1.0,1,8,8.0,8.0,8,8,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,21,21.0,21.0,21,21,-1.0,-1.0,1,16,16.0,16.0,16,16,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,3,3.0,3.0,3,3,-1.0,-1.0,1,17,17.0,17.0,17,17,-1.0,-1.0,1,21,21.0,21.0,21,21,-1.0,-1.0,1,46,46.0,46.0,46,46,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,17,17.0,17.0,17,17,-1.0,-1.0,1,21,21.0,21.0,21,21,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,21,21.0,21.0,21,21,-1.0,-1.0,1,12,12.0,12.0,12,12,-1.0,-1.0,1,12,12.0,12.0,12,12,-1.0,-1.0,1,3,3.0,3.0,3,3,-1.0,-1.0,1,3,3.0,3.0,3,3,-1.0,-1.0,1,14,14.0,14.0,14,14,-1.0,-1.0,1,0.0
2008_1168_1458,2008,14.0,3.0,11.0,1168_1458,0,0.0,0.0,0,0,-1.0,-1.0,1,25,25.0,25.0,25,25,-1.0,-1.0,1,59,59.0,59.0,59,59,-1.0,-1.0,1,3,3.0,3.0,3,3,-1.0,-1.0,1,16,16.0,16.0,16,16,-1.0,-1.0,1,18,18.0,18.0,18,18,-1.0,-1.0,1,25,25.0,25.0,25,25,-1.0,-1.0,1,18,18.0,18.0,18,18,-1.0,-1.0,1,32,32.0,32.0,32,32,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,17,17.0,17.0,17,17,-1.0,-1.0,1,8,8.0,8.0,8,8,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,21,21.0,21.0,21,21,-1.0,-1.0,1,58,58.0,58.0,58,58,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,21,21.0,21.0,21,21,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,14,14.0,14.0,14,14,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,0,0.0,0.0,0,0,-1.0,-1.0,1,25,25.0,25.0,25,25,-1.0,-1.0,1,0.0
2008_1208_1462,2008,14.0,3.0,11.0,1208_1462,0,0.0,0.0,0,0,0.0,0.0,1,64,21.333333333333332,20.0,24,20,2.309401076758503,1.7320508075688823,2,150,50.0,49.0,54,47,3.605551275463989,1.1520696383139377,3,14,4.666666666666667,5.0,6,3,1.5275252316519465,-0.9352195295828262,3,40,13.333333333333334,14.0,18,8,5.033222956847166,-0.5855827262813887,3,66,22.0,20.0,27,19,4.358898943540674,1.6300591617118865,3,90,30.0,30.0,33,27,3.0,0.0,3,25,8.333333333333334,9.0,10,6,2.081665999466133,-1.2933427807333984,3,79,26.333333333333332,26.0,30,23,3.5118845842842457,0.42327316026800954,3,37,12.333333333333334,11.0,16,10,3.2145502536643185,1.5453925256950194,3,30,10.0,8.0,14,8,3.4641016151377544,1.7320508075688774,2,20,6.666666666666667,6.0,9,5,2.0816659994661326,1.2933427807333953,3,5,1.6666666666666667,1.0,3,1,1.1547005383792517,1.732050807568877,2,40,13.333333333333334,12.0,17,11,3.2145502536643185,1.5453925256950194,3,65,21.666666666666668,21.0,26,18,4.04145188432738,0.7221086457211329,3,165,55.0,55.0,56,54,1.0,0.0,3,15,5.0,6.0,7,2,2.6457513110645907,-1.457862967321305,3,57,19.0,18.0,26,13,6.557438524302,0.670284413787495,3,29,9.666666666666666,13.0,13,3,5.773502691896257,-1.7320508075688767,2,36,12.0,15.0,16,5,6.082762530298219,-1.6795356000385153,3,24,8.0,7.0,11,6,2.6457513110645907,1.457862967321305,3,73,24.333333333333332,24.0,29,20,4.509249752822894,0.3308318147059013,3,35,11.666666666666666,10.0,16,9,3.7859388972001824,1.5970969928697378,3,39,13.0,14.0,14,11,1.7320508075688772,-1.7320508075688774,2,16,5.333333333333333,6.0,6,4,1.1547005383792515,-1.732050807568875,2,12,4.0,3.0,7,2,2.6457513110645907,1.457862967321305,3,61,20.333333333333332,20.0,22,19,1.5275252316519472,0.9352195295828318,3,0.0
2008_1116_1231,2008,9.0,8.0,1.0,1116_1231,0,0.0,0.0,0,0,0.0,0.0,1,79,26.333333333333332,26.0,28,25,1.5275252316519465,0.9352195295828315,3,174,58.0,62.0,64,48,8.717797887081348,-1.6300591617118865,3,26,8.666666666666666,8.0,12,6,3.055050463303893,0.9352195295828264,3,71,23.666666666666668,23.0,31,17,7.023769168568493,0.42327316026800493,3,46,15.333333333333334,11.0,26,9,9.29157324317757,1.642207068635131,3,64,21.333333333333332,19.0,33,12,10.692676621563628,0.9352195295828255,3,27,9.0,9.0,9,9,0.0,0.0,1,74,24.666666666666668,25.0,26,23,1.5275252316519465,-0.9352195295828315,3,45,15.0,14.0,20,11,4.58257569495584,0.9352195295828245,3,35,11.666666666666666,12.0,12,11,0.5773502691896258,-1.732050807568868,2,18,6.0,5.0,8,5,1.7320508075688772,1.7320508075688774,2,14,4.666666666666667,4.0,7,3,2.081665999466133,1.2933427807333953,3,52,17.333333333333332,18.0,18,16,1.1547005383792517,-1.732050807568868,2,80,26.666666666666668,27.0,28,25,1.5275252316519463,-0.9352195295828319,3,181,60.333333333333336,59.0,64,58,3.214550253664317,1.5453925256950147,3,23,7.666666666666667,8.0,10,5,2.516611478423583,-0.5855827262813887,3,65,21.666666666666668,21.0,24,20,2.081665999466132,1.2933427807333908,3,25,8.333333333333334,9.0,10,6,2.081665999466133,-1.2933427807333984,3,45,15.0,15.0,18,12,3.0,0.0,3,34,11.333333333333334,12.0,14,8,3.055050463303893,-0.9352195295828262,3,77,25.666666666666668,29.0,32,16,8.504900548115383,-1.4927690762210646,3,39,13.0,13.0,14,12,1.0,0.0,3,42,14.0,14.0,18,10,4.0,0.0,3,16,5.333333333333333,4.0,8,4,2.3094010767585034,1.7320508075688787,2,7,2.3333333333333335,3.0,3,1,1.1547005383792515,-1.7320508075688785,2,60,20.0,20.0,23,17,3.0,0.0,3,1.0
